0,-1,81,151,6,30,0.458252
0,-1,87,149,6,25,0.579102
0,-1,170,148,19,25,0.634766
0,-1,271,139,15,10,0.69043
1,-1,86,160,12,27,0.324219
1,-1,199,85,9,15,0.341797
1,-1,172,148,19,25,0.489014
1,-1,87,150,6,27,0.500977
1,-1,172,148,19,24,0.527832
1,-1,81,151,6,30,0.575684
1,-1,271,139,15,10,0.676758
2,-1,199,85,9,15,0.34082
2,-1,172,149,19,24,0.418457
2,-1,86,160,12,27,0.42749
2,-1,87,150,6,27,0.516602
2,-1,172,149,19,24,0.541992
2,-1,81,151,6,30,0.576172
2,-1,272,137,15,12,0.684082
3,-1,199,85,9,15,0.307617
3,-1,86,160,12,27,0.340576
3,-1,86,150,6,27,0.535156
3,-1,81,151,6,31,0.55127
3,-1,172,149,19,24,0.568359
3,-1,272,137,15,12,0.677246
4,-1,199,85,9,15,0.314453
4,-1,81,151,6,30,0.568359
4,-1,86,150,6,27,0.602539
4,-1,171,151,20,24,0.640625
4,-1,273,137,15,12,0.723633
5,-1,199,85,9,15,0.314453
5,-1,81,151,6,30,0.546387
5,-1,86,150,6,27,0.62207
5,-1,171,151,20,25,0.685547
5,-1,272,137,15,12,0.717773
6,-1,199,85,9,15,0.312744
6,-1,173,150,18,26,0.463867
6,-1,173,150,18,26,0.501953
6,-1,81,152,6,29,0.534668
6,-1,86,150,6,27,0.617188
6,-1,273,137,15,12,0.708008
7,-1,199,85,9,15,0.307617
7,-1,81,151,6,31,0.532715
7,-1,86,150,8,27,0.538574
7,-1,173,150,20,26,0.578613
7,-1,273,137,14,12,0.698242
8,-1,199,85,9,15,0.331299
8,-1,86,150,6,27,0.44165
8,-1,172,150,21,26,0.522949
8,-1,81,151,6,31,0.543457
8,-1,273,137,15,12,0.728516
9,-1,199,85,9,15,0.334717
9,-1,86,149,8,28,0.391602
9,-1,173,152,21,26,0.395752
9,-1,173,152,21,26,0.519043
9,-1,81,151,6,30,0.536133
9,-1,273,137,14,12,0.713867
10,-1,199,85,9,15,0.333008
10,-1,173,152,21,26,0.498535
10,-1,86,150,6,27,0.518555
10,-1,81,151,6,30,0.527832
10,-1,173,151,21,27,0.589355
10,-1,273,137,14,12,0.716309
11,-1,199,85,9,15,0.335449
11,-1,81,151,6,31,0.534668
11,-1,86,150,8,27,0.591309
11,-1,173,153,21,27,0.656738
11,-1,273,137,14,12,0.726562
12,-1,199,85,9,15,0.337891
12,-1,17,130,4,15,0.412109
12,-1,81,151,6,30,0.515625
12,-1,86,150,8,27,0.558594
12,-1,173,153,21,26,0.656738
12,-1,273,137,14,10,0.705566
13,-1,199,85,9,15,0.303223
13,-1,195,116,5,8,0.346924
13,-1,17,130,4,15,0.405273
13,-1,86,150,8,27,0.507812
13,-1,81,151,6,30,0.54834
13,-1,173,153,21,26,0.624023
13,-1,275,137,14,10,0.682617
14,-1,199,85,9,15,0.323242
14,-1,17,130,4,15,0.401367
14,-1,173,154,21,27,0.486328
14,-1,86,150,8,27,0.518066
14,-1,81,151,6,30,0.577148
14,-1,173,154,23,27,0.592285
14,-1,275,137,12,10,0.655762
15,-1,199,85,9,15,0.317383
15,-1,81,151,6,30,0.44873
15,-1,86,150,7,27,0.609375
15,-1,275,137,12,10,0.640625
15,-1,173,155,22,26,0.680664
16,-1,199,85,9,15,0.307129
16,-1,81,152,6,29,0.442383
16,-1,86,150,7,27,0.61084
16,-1,173,154,23,27,0.666016
16,-1,275,137,14,10,0.687012
17,-1,199,85,9,15,0.304199
17,-1,81,152,6,29,0.449463
17,-1,86,150,7,27,0.616211
17,-1,173,155,23,27,0.685547
17,-1,275,137,14,10,0.713379
18,-1,81,151,6,30,0.527832
18,-1,86,149,9,28,0.548828
18,-1,173,156,24,27,0.570801
18,-1,275,137,14,10,0.713379
19,-1,199,85,9,15,0.311279
19,-1,87,157,8,31,0.372559
19,-1,86,150,7,27,0.401611
19,-1,81,151,6,30,0.605957
19,-1,275,137,14,10,0.685059
19,-1,173,155,24,28,0.694336
20,-1,199,85,9,15,0.329346
20,-1,89,160,6,28,0.38501
20,-1,86,150,7,27,0.392334
20,-1,81,151,6,30,0.590332
20,-1,275,137,14,10,0.669922
20,-1,174,157,24,28,0.746094
21,-1,89,158,6,29,0.308594
21,-1,199,85,9,15,0.330078
21,-1,86,149,7,28,0.407227
21,-1,81,151,6,30,0.573242
21,-1,173,156,24,29,0.625977
21,-1,275,137,15,10,0.64502
22,-1,199,85,9,15,0.342285
22,-1,86,149,9,28,0.368896
22,-1,81,151,6,30,0.59375
22,-1,275,137,15,10,0.641113
22,-1,173,156,26,30,0.758789
23,-1,199,85,9,15,0.347412
23,-1,86,149,9,28,0.380859
23,-1,81,151,6,30,0.61084
23,-1,275,137,15,12,0.684082
23,-1,173,158,25,29,0.727539
24,-1,199,85,9,15,0.379883
24,-1,87,149,8,30,0.468506
24,-1,80,151,6,30,0.629395
24,-1,173,157,25,30,0.637207
24,-1,277,137,13,10,0.712891
25,-1,199,85,9,16,0.393799
25,-1,87,149,8,30,0.441895
25,-1,80,151,6,30,0.614258
25,-1,277,137,13,12,0.686523
25,-1,172,158,27,30,0.734863
26,-1,199,85,9,15,0.378174
26,-1,89,155,8,32,0.4104
26,-1,80,151,6,30,0.615723
26,-1,277,137,13,12,0.657227
26,-1,175,160,24,30,0.6875
27,-1,89,152,6,33,0.311768
27,-1,199,85,9,15,0.397461
27,-1,80,151,6,30,0.633789
27,-1,277,137,13,12,0.687988
27,-1,177,160,24,31,0.709473
28,-1,89,152,6,33,0.343506
28,-1,199,85,9,15,0.395508
28,-1,80,151,6,30,0.624512
28,-1,176,160,25,31,0.65918
28,-1,277,137,12,12,0.680176
29,-1,17,130,4,15,0.310791
29,-1,199,85,9,15,0.394531
29,-1,87,149,8,28,0.423828
29,-1,81,151,6,30,0.611328
29,-1,277,137,12,10,0.698242
29,-1,178,159,25,32,0.746582
30,-1,199,85,9,15,0.385254
30,-1,87,149,8,30,0.458008
30,-1,80,151,6,30,0.614258
30,-1,277,137,12,10,0.625977
30,-1,178,161,24,32,0.742188
31,-1,199,85,9,15,0.370605
31,-1,87,149,8,28,0.57959
31,-1,80,151,6,30,0.589355
31,-1,277,137,12,12,0.654297
31,-1,178,161,25,33,0.677246
32,-1,199,85,9,15,0.393555
32,-1,80,151,6,30,0.609863
32,-1,87,149,8,28,0.658691
32,-1,277,137,12,10,0.675293
32,-1,178,161,25,33,0.78418
33,-1,199,85,9,16,0.383301
33,-1,87,149,8,28,0.437988
33,-1,80,151,6,30,0.636719
33,-1,278,137,12,12,0.663574
33,-1,179,165,24,30,0.776367
34,-1,87,151,8,27,0.321289
34,-1,199,85,9,16,0.375
34,-1,80,151,6,30,0.596191
34,-1,278,137,12,12,0.668457
34,-1,179,164,24,33,0.762207
35,-1,199,85,9,16,0.380615
35,-1,87,151,8,27,0.447754
35,-1,278,137,13,12,0.583008
35,-1,80,151,6,30,0.601074
35,-1,179,165,24,32,0.793945
36,-1,17,130,4,15,0.301514
36,-1,265,98,6,15,0.321777
36,-1,199,85,9,15,0.409424
36,-1,80,152,6,30,0.560059
36,-1,278,137,15,12,0.580566
36,-1,88,149,9,28,0.613281
36,-1,179,167,25,32,0.783203
37,-1,265,98,6,15,0.321777
37,-1,199,85,9,15,0.413086
37,-1,278,137,15,12,0.529785
37,-1,80,152,6,30,0.552246
37,-1,87,149,8,28,0.629883
37,-1,181,166,24,33,0.751953
38,-1,265,98,6,15,0.320801
38,-1,199,85,9,15,0.411377
38,-1,80,151,6,30,0.536621
38,-1,280,137,13,12,0.568359
38,-1,87,149,8,28,0.571777
38,-1,179,168,27,33,0.783203
39,-1,265,98,6,15,0.32251
39,-1,199,85,9,15,0.406494
39,-1,80,151,6,30,0.552734
39,-1,280,137,13,12,0.567871
39,-1,87,149,8,28,0.645996
39,-1,181,167,25,34,0.76709
40,-1,265,98,6,15,0.320068
