0,-1,276,359,20,88,0.561035
0,-1,71,219,16,71,0.582031
0,-1,56,309,12,36,0.608398
0,-1,847,216,18,55,0.63916
0,-1,49,128,29,82,0.682617
0,-1,257,363,17,72,0.771484
0,-1,864,326,50,28,0.808594
0,-1,546,355,58,56,0.824219
1,-1,276,364,27,85,0.521973
1,-1,71,219,16,72,0.567871
1,-1,56,309,12,36,0.608398
1,-1,847,216,18,55,0.637695
1,-1,49,128,29,82,0.686035
1,-1,257,363,17,72,0.767578
1,-1,868,326,46,29,0.802246
1,-1,546,354,60,58,0.831543
2,-1,276,359,19,86,0.506836
2,-1,71,219,16,72,0.557129
2,-1,56,309,12,36,0.580078
2,-1,847,216,18,55,0.632324
2,-1,49,128,29,82,0.686523
2,-1,257,362,17,73,0.768555
2,-1,867,327,48,28,0.806641
2,-1,547,356,60,59,0.831055
3,-1,276,360,19,87,0.535645
3,-1,71,219,16,72,0.549316
3,-1,55,309,13,36,0.576172
3,-1,847,216,18,55,0.635254
3,-1,49,128,29,82,0.688477
3,-1,257,362,17,73,0.768555
3,-1,867,327,48,28,0.801758
3,-1,548,357,60,59,0.848145
4,-1,71,219,16,72,0.541504
4,-1,276,358,19,86,0.54834
4,-1,55,309,13,36,0.570312
4,-1,847,216,18,55,0.678223
4,-1,49,128,28,82,0.689453
4,-1,257,362,17,73,0.771484
4,-1,870,326,45,28,0.812988
4,-1,549,358,60,59,0.842285
5,-1,71,219,16,72,0.547852
5,-1,277,359,18,84,0.560059
5,-1,55,309,13,36,0.573242
5,-1,847,216,18,55,0.684082
5,-1,49,128,28,82,0.689453
5,-1,257,362,17,73,0.772461
5,-1,871,328,45,27,0.802246
5,-1,550,359,60,58,0.848633
6,-1,71,219,16,72,0.547363
6,-1,55,309,13,36,0.575195
6,-1,276,359,20,86,0.585938
6,-1,847,216,18,55,0.685547
6,-1,49,128,28,82,0.686035
6,-1,257,362,17,73,0.76709
6,-1,872,327,42,27,0.794922
6,-1,550,360,61,59,0.84375
7,-1,623,273,22,24,0.506348
7,-1,70,219,17,72,0.543457
7,-1,55,309,13,36,0.577148
7,-1,276,359,20,88,0.609375
7,-1,847,216,18,55,0.684082
7,-1,49,128,28,82,0.686523
7,-1,257,362,17,73,0.764648
7,-1,872,327,42,27,0.795898
7,-1,551,362,60,60,0.821289
8,-1,623,273,21,22,0.522949
8,-1,70,219,17,72,0.54248
8,-1,55,309,13,36,0.575195
8,-1,276,359,20,88,0.612793
8,-1,847,216,18,55,0.682129
8,-1,49,128,28,82,0.685059
8,-1,257,362,17,73,0.765137
8,-1,873,327,43,27,0.766113
8,-1,551,362,62,59,0.83252
9,-1,623,273,21,22,0.530762
9,-1,70,219,17,72,0.541504
9,-1,55,309,13,36,0.575195
9,-1,276,358,20,88,0.625
9,-1,49,128,28,82,0.683594
9,-1,847,217,18,55,0.684082
9,-1,874,327,42,27,0.745605
9,-1,257,362,17,73,0.76709
9,-1,552,362,64,62,0.823242
10,-1,623,273,20,22,0.541016
10,-1,70,219,17,72,0.54834
10,-1,55,309,13,36,0.577148
10,-1,276,358,20,88,0.628906
10,-1,847,217,18,55,0.681641
10,-1,49,128,28,82,0.685059
10,-1,257,362,17,73,0.763184
10,-1,874,328,42,27,0.780762
10,-1,553,363,64,61,0.820801
11,-1,624,272,18,23,0.500488
11,-1,70,219,17,72,0.552246
11,-1,55,309,13,36,0.574219
11,-1,276,358,21,86,0.662109
11,-1,847,217,18,55,0.683105
11,-1,49,127,28,82,0.686523
11,-1,552,365,66,63,0.758789
11,-1,257,362,17,73,0.771973
11,-1,874,327,44,27,0.78418
12,-1,70,219,17,72,0.557617
12,-1,55,309,13,36,0.576172
12,-1,276,358,20,84,0.632324
12,-1,49,127,28,82,0.683594
12,-1,847,217,18,55,0.684082
12,-1,257,362,17,73,0.775879
12,-1,876,327,42,26,0.79834
12,-1,553,366,66,62,0.830566
13,-1,625,272,16,21,0.522949
13,-1,70,219,17,71,0.563477
13,-1,55,309,13,36,0.577148
13,-1,276,357,20,79,0.587402
13,-1,847,216,18,55,0.683105
13,-1,49,127,29,82,0.683594
13,-1,257,362,17,73,0.77002
13,-1,876,327,44,27,0.796387
13,-1,554,368,66,62,0.846191
14,-1,625,272,15,21,0.51123
14,-1,280,370,22,80,0.513672
14,-1,70,219,17,71,0.562988
14,-1,55,309,13,36,0.577148
14,-1,276,358,19,73,0.583984
14,-1,847,217,18,55,0.682129
14,-1,49,128,29,82,0.683594
14,-1,257,362,17,73,0.771484
14,-1,876,326,44,28,0.798828
14,-1,554,369,67,62,0.838379
15,-1,625,274,15,20,0.508789
15,-1,71,219,16,71,0.57666
15,-1,277,357,20,81,0.588379
15,-1,56,309,12,36,0.602051
15,-1,847,217,18,55,0.684082
15,-1,49,127,29,82,0.685059
15,-1,257,362,16,73,0.773926
15,-1,877,327,44,27,0.784668
15,-1,554,369,68,63,0.850098
16,-1,276,357,20,79,0.557129
16,-1,70,219,17,71,0.57373
16,-1,56,309,12,36,0.604492
16,-1,847,217,18,55,0.680664
16,-1,49,127,29,82,0.683105
16,-1,257,362,16,73,0.766113
16,-1,877,327,44,27,0.805176
16,-1,554,370,69,64,0.843262
17,-1,71,219,16,71,0.579102
17,-1,56,309,12,36,0.60498
17,-1,277,357,21,88,0.651367
17,-1,847,216,18,55,0.681641
17,-1,49,128,28,82,0.68457
17,-1,257,362,16,73,0.765625
17,-1,877,326,44,28,0.812988
17,-1,555,370,70,66,0.833008
18,-1,71,219,16,71,0.579102
18,-1,56,309,12,36,0.60498
18,-1,277,356,21,86,0.64502
18,-1,847,217,18,55,0.680664
18,-1,49,127,28,82,0.683594
18,-1,257,362,16,73,0.771484
18,-1,878,326,44,28,0.787598
18,-1,554,373,72,65,0.820801
19,-1,71,219,16,71,0.57666
19,-1,56,309,12,36,0.604492
19,-1,277,355,22,90,0.652344
19,-1,847,217,18,55,0.679688
19,-1,49,127,28,82,0.68457
19,-1,257,362,16,73,0.769531
19,-1,877,327,45,27,0.819824
19,-1,556,375,71,65,0.82959
20,-1,71,219,16,71,0.589355
20,-1,56,309,12,36,0.604492
20,-1,278,355,20,88,0.621582
20,-1,847,217,18,55,0.682129
20,-1,49,128,28,82,0.683594
20,-1,257,362,16,73,0.768555
20,-1,877,326,44,28,0.822266
20,-1,554,374,74,67,0.82666
21,-1,71,219,16,71,0.587891
21,-1,56,309,12,36,0.603516
21,-1,278,356,21,88,0.631348
21,-1,847,217,18,55,0.682129
21,-1,49,128,28,82,0.683594
21,-1,257,362,16,73,0.768066
21,-1,877,326,45,28,0.819336
21,-1,561,376,68,68,0.843262
22,-1,71,219,16,71,0.586914
22,-1,56,309,12,36,0.603516
22,-1,279,355,20,87,0.611328
22,-1,847,217,18,55,0.683105
22,-1,49,128,28,82,0.68457
