0,-1,844,217,19,53,0.776466,
0,-1,37,128,27,86,0.641842,
0,-1,53,308,15,34,0.535627,
0,-1,768,325,16,29,0.355136,
0,-1,324,291,12,25,0.195815,
0,-1,703,266,10,25,0.177481,
0,-1,636,202,28,36,0.479021,
0,-1,491,263,19,24,0.754846,
0,-1,786,412,20,56,0.754087,
0,-1,236,368,18,73,0.725232,
0,-1,292,359,21,73,0.583308,
0,-1,703,265,10,25,0.180316,
1,-1,844,217,19,53,0.777723,
1,-1,37,128,28,86,0.647954,
1,-1,53,308,15,34,0.585319,
1,-1,768,325,16,29,0.344887,
1,-1,324,291,12,25,0.211351,
1,-1,703,265,11,24,0.155716,
1,-1,636,202,28,36,0.486694,
1,-1,491,264,20,23,0.747803,
1,-1,787,411,21,59,0.795323,
1,-1,237,369,18,72,0.751259,
1,-1,294,360,18,72,0.615881,
1,-1,703,265,11,24,0.1642,
